[ROOT-INFO]: 2019-07-15 19:14:06,020: Testing Notes: Objective Distancing - Sentiment Sentence Level - rawScore * polarityOnly
[ROOT-INFO]: 2019-07-15 19:14:06,022: Objective Analysis Initialized
[REAPPRAISAL-INFO]: 2019-07-15 19:14:32,620: spaCy Library Loaded
[REAPPRAISAL-DEBUG]: 2019-07-15 19:14:32,624: Model Initialized
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,500: (seem,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,500: (happy,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,500: (his,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,500: (his,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,500: (his,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,500: (mustache,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,500: (mustache,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,500: (mustache,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,500: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (also,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (weird,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (but,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (if,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (he,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (he,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (he,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (like,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (like,VBZ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (it,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (it,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (it,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (way,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (it,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (it,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (it,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (then,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (its,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (its,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (its,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (fine,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: Synonyms of fine: ['amercement', 'mulct']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (guess,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (guess,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (guess,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: [('this', 0.24694048247613418), ('guy', 0), ('has', 0), ('a', 0.2884445761396642), ('weird', 0), ('smile', 1.3666666666666665), ('but', 0), ('he', 0.051641248360820784), ('seems', 0), ('happy', 0), (',', 0), ('his', -0.0005731074346123639), ('mustache', 0.4023687633616139), ('is', 0), ('also', 0), ('weird', 0), ('but', 0), ('if', 0), ('he', 0.051641248360820784), ('likes', 0.0), ('it', 0.050403833236915725), ('the', 0.26040094726988117), ('way', 0), ('it', 0.050403833236915725), ('is', 0), (',', 0), ('then', 0), ('its', 0.00014653195392035122), ('fine', 0.0), ('I', 0.04225300877561784), ('guess', 0.22951062834415684), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (guy,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,501: (have,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (pretty,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (eye,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (mustache,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (mustache,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (mustache,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (beard,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (beard,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (his,PRP$)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (his,PRP$) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (his,PRP$) Categories: ['fps', 'pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (hair,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (also,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (nicely,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (do,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (comb,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: Synonyms of comb: ['disentangle']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: (back,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,517: [('this', 0.24694048247613418), ('guy', 0), ('has', 0), ('pretty', 0), ('eyes', 0), ('and', 0), ('a', 0.2884445761396642), ('mustache', 0.4023687633616139), ('and', 0), ('a', 0.2884445761396642), ('beard', 0.0), ('.', 0), ('his', -0.0005731074346123639), ('hair', 0), ('is', 0), ('also', 0), ('nicely', 0), ('done', 0), ('and', 0), ('combed', 0.0), ('back', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,533: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,533: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,533: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,533: (guy,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,533: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,533: (get,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,533: (portrait,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,533: (portrait,NNS) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (portrait,NNS) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (take,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (of,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (him,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (him,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (him,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (possibly,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (possibly,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (possibly,RB) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (for,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (some,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (graduation,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (picture,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (picture,NNS) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (picture,NNS) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (he,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (he,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (he,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (seem,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (bit,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (bit,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (unhappy,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (unhappy,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (unhappy,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: [('This', 0.24694048247613418), ('guy', 0), ('is', 0), ('getting', 0), ('portraits', 0.2968491655125006), ('taken', 0), ('of', 0), ('him', 0.04969760176957071), (',', 0), ('possibly', 0.3158236632539503), ('for', 0), ('some', 0), ('graduation', 0), ('pictures', 0.19618588467815118), ('?', 0), ('He', 0.051641248360820784), ('seems', 0), ('a', 0.2884445761396642), ('bit', 0.0), ('unhappy', 0.6823210129862021), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (hand,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (will,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (will,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (will,MD) Categories: ['future_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (give,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (to,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (someone,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (someone,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (someone,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (who,WP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (already,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (already,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,534: (already,RB) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (have,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (one,CD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (or,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (use,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (use,VBN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (for,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (research,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (research,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (research,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: [('This', 0.24694048247613418), ('hand', 0), ('will', 0.21716624123219505), ('be', 0.24379422288934668), ('given', 0), ('to', 0), ('someone', 0.2582232831275294), ('who', 0), ('already', 0.2250910310152919), ('has', 0), ('one', 0), ('or', 0), ('used', 0.0), ('for', 0), ('research', 0.005329164247250308), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (baby,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (need,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (special,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (special,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (special,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (treatment,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (treatment,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,550: (treatment,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,565: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,565: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,566: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,566: (think,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,566: (think,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,566: (think,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,566: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,566: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,566: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,566: (mom,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,566: (mom,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,567: ('s,POS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,567: (hand,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,567: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,567: (touch,VBG)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,567: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,567: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,567: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (baby,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: ('s,POS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (hand,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (which,WDT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (really,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (sweet,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (hope,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (hope,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (hope,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (the,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (the,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (the,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (baby,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (will,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (will,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (will,MD) Categories: ['future_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (be,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (be,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (be,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (alright,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (alright,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (alright,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: [('This', 0.24694048247613418), ('is', 0), ('a', 0.2884445761396642), ('baby', 0), (',', 0), ('needing', 0), ('special', 0.20494854047148686), ('treatment', 0.20460752048800063), ('.', 0), ('I', 0.04225300877561784), ('think', 0.1687495190146021), ('the', 0.26040094726988117), ('mom', 0.0), ("'s", 0), ('hand', 0), ('is', 0), ('touching', 0), ('the', 0.26040094726988117), ('baby', 0), ("'s", 0), ('hand', 0), ('which', 0), ('is', 0), ('really', 0), ('sweet', 0), ('.', 0), ('I', 0.04225300877561784), ('hope', 0.26926471406688113), ('the', 0.26040094726988117), ('baby', 0), ('will', 0.21716624123219505), ('be', 0.24379422288934668), ('alright', 0.3621341358827668), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (fake,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (body,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (body,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (he,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (he,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,568: (he,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,583: (will,MD)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,583: (will,MD) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,583: (will,MD) Categories: ['future_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,583: (get,VB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,583: (get,VB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,583: (get,VB) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,583: (bury,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,583: (bury,VBN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,583: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,583: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (doll,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: Synonyms of doll: ['dolly']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (fake,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (fake,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: [('this', 0.24694048247613418), ('is', 0), ('a', 0.2884445761396642), ('fake', 0), ('body', 0.0), ('.', 0), ('he', 0.051641248360820784), ('will', 0.21716624123219505), ('get', 0.22926809712587276), ('buried', 0.0), ('.', 0), ('this', 0.24694048247613418), ('is', 0), ('a', 0.2884445761396642), ('doll', 0.0), ('.', 0), ('fake', 0), ('.', 0), ('fake', 0), ('.', 0)]
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (this,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (this,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (this,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (be,VBZ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (a,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (a,DT) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (a,DT) Categories: ['pos_articles']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (gruesome,JJ)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (gruesome,JJ) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (gruesome,JJ) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (picture,NN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (picture,NN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (picture,NN) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (of,IN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (body,NNS)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (body,NNS) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (burn,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (burn,VBN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (and,CC)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (horribly,RB)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,584: (horribly,RB) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,600: (horribly,RB) Categories: ['greater_than_6']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,600: (injure,VBN)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,600: (injure,VBN) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,600: (i,PRP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,600: (i,PRP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,600: (i,PRP) Categories: ['fps']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,600: (think,VBP)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,600: (think,VBP) exists in scoring bank
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,600: (think,VBP) Categories: ['present_tense']
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,600: (these,DT)
[REAPPRAISAL-DEBUG]: 2019-07-15 19:15:19,601: (these,DT) exists in scoring bank
